CO,O3,SO2,HCHO,NO2,CO_N,NO2_N,SO2_N,O3_N,AQI,Category,Hotspot
0.0510522140524546,0.1265690833068547,0.0001843483120170169,0.00014173429326974377,3.3476196475222386e-05,0.8925740494131696,0.14520049165713364,0.08664087371510786,0.786657947686508,240.0,Poor,Normal
0.0370030952708428,0.1096761940134607,-3.681853950198461e-05,0.00016171005780104433,1.4109596708370788e-05,0.6469455478029257,0.06119931757049179,-0.017304147764974902,0.681664490557495,174.0,Moderate,Normal
0.0408644953856077,0.124458181874007,2.231031224626739e-05,6.926090396466422e-05,1.910531384281653e-05,0.7144565382821814,0.08286786598633059,0.010485503906838303,0.7735381766844014,199.0,Moderate,Normal
0.0397378369192656,0.1178988323801119,1.7223171320517456e-05,0.0001348526994331163,1.3806611574958876e-05,0.6947585461720772,0.05988514227674915,0.008094625847275862,0.7327702081077766,188.0,Moderate,Normal
0.0368434280093367,0.1093797112190153,-3.222221477717768e-05,5.812004439799412e-05,6.951250487079104e-06,0.6441539969014354,0.030150527677265653,-0.015143945777343655,0.679821777151431,169.0,Moderate,Normal
0.0453426360767136,0.1123752948436105,0.00020559091940699145,0.0001481095157528888,2.405565991479031e-05,0.7927503448229792,0.10433962082130929,0.09662457274721241,0.698440065320069,212.0,Poor,Normal
0.0481560379884649,0.1163578714187079,8.223329838835612e-05,0.00013193830099755946,1.8515863920483032e-05,0.8419386040122567,0.0803111711541255,0.0386483865400659,0.7231927571561552,212.0,Poor,Normal
0.0472508934297235,0.1165419111314647,0.0001853716966904073,0.0001062358052792421,2.127982424109408e-05,0.8261134618691558,0.09229964176101116,0.0871218487849583,0.7243366091850039,216.0,Poor,Normal
0.0420128790098209,0.1114375537143687,0.00021411094533554383,7.339005305092742e-05,1.053659385361506e-05,0.7345343633240213,0.0457016856460625,0.10062885400397278,0.6926117738217247,195.0,Moderate,Normal
0.0376197148728456,0.1090464060131307,-1.0004426646242444e-06,6.117826181622803e-05,7.131319802042768e-06,0.6577262488033109,0.030931564826585753,-0.00047019267828670943,0.6777502034119046,172.0,Moderate,Normal
0.0128721873594928,0.1338257148549515,-1.5569393031634414e-06,5.7382537754877466e-05,3.1992695580431702e-06,0.22505155965346604,0.013876591778142948,-0.0007317375465581688,0.8317596955351775,134.0,Moderate,Normal
0.0325989128049064,0.1342680048876403,0.0007784982641469058,8.197340590160829e-05,1.3032653843520367e-05,0.5699447937526452,0.05652815865975164,0.365882220745024,0.8345086367482036,221.0,Poor,Normal
0.0447980660314112,0.1442960162615517,0.0004484180874746702,0.0001588256782007507,3.3347257439883645e-05,0.7832293260082955,0.14464122826116094,0.21074961014493468,0.8968351910746888,253.0,Poor,Normal
0.0461687757666724,0.1140935136164496,0.00034860724345087244,0.0002996437401430243,0.0001807512536793323,0.8071942012185084,0.7839950073571788,0.16384004727534932,0.7091192171176773,324.0,Very Poor,Hotspot
0.0404343156807298,0.1097402676904614,-4.810563964455111e-05,4.063716807875496e-05,9.270458504284867e-06,0.7069354689557127,0.04020991852242008,-0.022608911379906234,0.6820627242013929,177.0,Moderate,Normal
0.0433299871907134,0.1150199458411419,0.00024242315787637676,0.00019060784212165987,3.0079952762437628e-05,0.7575620929603212,0.13046953925491572,0.11393515881634972,0.7148772209959248,215.0,Poor,Normal
0.0443835971886704,0.111683595248211,-1.4194025324125416e-05,0.0001161495131278628,1.030905557257909e-05,0.7759829383601392,0.044714755416348506,-0.0066709737787188075,0.6941409824009539,190.0,Moderate,Normal
0.0451721844420674,0.144671144706898,0.0004506172088886668,0.00014529268198434697,3.497299598695452e-05,0.7897702447707282,0.15169274728648885,0.21178316341498946,0.8991667065224188,255.0,Poor,Normal
0.0445161584285437,0.1097174046700685,0.0002600566467712252,0.0002751765321304651,2.4502553754572e-05,0.7783005797174243,0.10627798933646822,0.12222262761809441,0.6819206249127651,211.0,Poor,Hotspot
0.0383687552182241,0.111456067190051,7.400063970269736e-05,0.0001656029984057605,2.216821848489881e-05,0.6708221347831312,0.09615298516820771,0.03477916347141147,0.6927268396213991,188.0,Moderate,Normal
0.043904922262675,0.1286934189246631,0.0002866792870103252,0.00015782163127384428,5.156781393041918e-05,0.7676140003037157,0.22367152558452977,0.13473485941279448,0.7998612154485966,243.0,Poor,Normal
0.0389511505647421,0.1093959997954948,2.2617273679993917e-05,7.322073117615964e-05,7.190325636177624e-06,0.6810044742261737,0.031187498206991196,0.010629771063526201,0.6799230146559568,176.0,Moderate,Normal
0.0210456772643352,0.1574714297285448,-0.00015267045682872813,1.526096028246256e-05,7.840532568896536e-06,0.3679531970772023,0.0340077220152587,-0.0717527685792135,0.9787236226495476,166.0,Moderate,Normal
0.0382470776907841,0.1094435252748469,-5.826925429554732e-05,5.691721140263812e-05,9.173028728806945e-06,0.6686947793803252,0.03978732417805036,-0.0273856540787203,0.6802183971859803,172.0,Moderate,Normal
0.0447919835841962,0.1119904688035501,0.0001327117151400395,8.564204690032434e-05,1.1034774385556076e-05,0.7831229832248963,0.04786250634220664,0.06237246669718432,0.6960482769387286,198.0,Moderate,Normal
0.0410055211233636,0.1108906052775977,0.0001131871402862099,8.97441898641375e-05,9.306881674562848e-06,0.7169221691300606,0.04036790129193778,0.05319621655557374,0.6892123549153122,187.0,Moderate,Normal
0.0441856384044696,0.1331453156956565,0.00010179357689297358,0.00010151289342445432,5.640755347078096e-05,0.7725219156227224,0.2446635328836007,0.04784141684887862,0.827530847602693,241.0,Poor,Normal
0.0450609125197083,0.1103058816436632,3.0032300407646577e-05,0.00011693198332150172,9.50207878164813e-06,0.7878248163075472,0.041214554105073554,0.014114719676700378,0.6855781538780846,192.0,Moderate,Normal
0.0156043285922875,0.1390184309919091,0.0002020731253960084,7.748263605119015e-05,4.476915328231017e-06,0.27281909352023676,0.0194182844890291,0.09497126362099047,0.8640337020499773,155.0,Moderate,Normal
0.0145564063677671,0.1382159082197381,1.7675612630758785e-05,5.74990150544064e-06,2.3315945625123328e-06,0.2544976906042107,0.010113116556490193,0.008307266310295118,0.8590458258606777,142.0,Moderate,Hotspot
